,orderNo,Salmon,Pork Chop,Sea Bass,Duck Breast,Swordfish,Pork Tenderloin,Filet Mignon,Roast Chicken,rowTotal,,,4253,
950,124198,0,1,1,0,0,2,1,0,5,,,,
961,124210,0,1,1,0,0,0,2,1,5,,,,
965,124218,0,1,3,0,0,1,0,0,5,,,,
975,124237,0,1,2,0,0,2,0,0,5,,,,
1002,124287,0,1,1,1,1,0,0,1,5,,,,
1018,124324,0,1,1,2,0,0,1,0,5,,,,
1023,124333,0,1,0,0,2,0,1,1,5,,,,
1044,124377,0,1,2,0,1,0,1,0,5,,,,
1085,124449,0,1,1,2,1,0,0,0,5,,,,
1093,124474,0,1,2,1,0,1,0,0,5,,,,
1108,124502,0,1,2,0,0,2,0,0,5,,,,
1118,124519,0,1,1,0,1,1,1,0,5,,,,
1121,124522,0,1,2,0,1,0,1,0,5,,,,
1153,124582,0,1,0,0,0,2,2,0,5,,,,
1173,124620,0,1,0,3,0,1,0,0,5,,,,
1213,124708,0,1,2,0,1,1,0,0,5,,,,
1219,124723,0,1,0,1,1,2,0,0,5,,,,
1221,124727,0,1,0,1,1,1,1,0,5,,,,
1255,124796,0,1,2,0,0,0,2,0,5,,,,
1266,124810,0,1,1,1,1,1,0,0,5,,,,
1275,124825,0,1,1,1,1,1,0,0,5,,,,
1276,124826,0,1,0,0,2,2,0,0,5,,,,
1279,124829,0,1,2,1,0,0,1,0,5,,,,
1318,124905,0,1,0,0,3,0,1,0,5,,,,
1319,124907,0,1,0,1,0,3,0,0,5,,,,
1330,124925,0,1,1,1,0,0,0,2,5,,,,
1351,124966,0,1,1,0,2,1,0,0,5,,,,
1367,125006,0,1,0,0,1,0,3,0,5,,,,
1378,125026,0,1,2,0,1,1,0,0,5,,,,
1384,125045,0,1,1,0,1,1,1,0,5,,,,
1431,125143,0,1,2,0,0,2,0,0,5,,,,
1442,125162,0,1,2,0,0,0,2,0,5,,,,
1445,125175,0,1,1,1,0,0,2,0,5,,,,
1463,125210,0,1,2,1,0,1,0,0,5,,,,
1511,125296,0,1,0,0,1,1,2,0,5,,,,
1516,125303,0,1,0,1,0,0,3,0,5,,,,
1526,125323,0,1,0,0,2,0,1,1,5,,,,
1534,125334,0,1,0,2,0,0,2,0,5,,,,
1567,125384,0,1,0,0,1,0,2,1,5,,,,
1574,125394,0,1,1,1,1,0,1,0,5,,,,
1576,125397,0,1,0,1,0,2,0,1,5,,,,
1580,125406,0,1,1,0,1,0,2,0,5,,,,
1599,125451,0,1,0,0,1,1,2,0,5,,,,
1605,125461,0,1,0,0,1,1,2,0,5,,,,
1619,125490,0,1,2,1,0,1,0,0,5,,,,
1624,125496,0,1,1,1,0,1,0,1,5,,,,
1630,125510,0,1,1,1,0,0,1,1,5,,,,
1645,125540,0,1,1,0,2,1,0,0,5,,,,
1652,125549,0,1,1,0,0,3,0,0,5,,,,
1659,125561,0,1,0,1,0,0,3,0,5,,,,
1661,125565,0,1,1,0,0,1,2,0,5,,,,
1662,125566,0,1,1,0,1,0,2,0,5,,,,
1668,125575,0,1,2,1,0,0,0,1,5,,,,
1694,125621,0,1,1,1,1,0,1,0,5,,,,
1714,125669,0,1,1,0,0,1,2,0,5,,,,
1757,125770,0,1,0,0,1,0,3,0,5,,,,
1761,125777,0,1,1,0,0,1,2,0,5,,,,
1774,125812,0,1,2,0,1,1,0,0,5,,,,
1788,125835,0,1,0,0,1,1,1,1,5,,,,
1800,125858,0,1,0,0,0,1,2,1,5,,,,
1825,125907,0,1,0,0,1,3,0,0,5,,,,
1827,125912,0,1,1,1,0,0,2,0,5,,,,
1843,125948,0,1,2,0,0,1,1,0,5,,,,
1867,125992,0,1,0,1,0,2,1,0,5,,,,
1907,126074,0,1,1,1,0,1,0,1,5,,,,
1912,126085,0,1,1,0,0,0,3,0,5,,,,
1919,126098,0,1,1,0,1,0,2,0,5,,,,
1934,126141,0,1,2,0,0,0,2,0,5,,,,
1940,126151,0,1,1,1,1,0,1,0,5,,,,
1959,126185,0,1,1,0,0,3,0,0,5,,,,
1975,126215,0,1,2,1,0,0,0,1,5,,,,
1976,126216,0,1,0,1,2,0,1,0,5,,,,
1993,126253,0,1,2,0,1,1,0,0,5,,,,
2006,126288,0,1,1,0,2,0,1,0,5,,,,
2027,126322,0,1,0,0,1,0,3,0,5,,,,
2039,126343,0,1,2,0,0,1,1,0,5,,,,
2051,126364,0,1,2,0,1,1,0,0,5,,,,
2057,126371,0,1,1,1,0,0,0,2,5,,,,
2072,126398,0,1,0,0,2,2,0,0,5,,,,
2087,126431,0,1,1,0,1,2,0,0,5,,,,
2096,126441,0,1,0,1,0,2,1,0,5,,,,
2100,126447,0,1,1,0,1,2,0,0,5,,,,
2104,126453,0,1,1,0,1,1,0,1,5,,,,
2109,126465,0,1,1,0,0,1,2,0,5,,,,
2113,126471,0,1,1,0,0,2,1,0,5,,,,
2151,126541,0,1,1,2,0,0,0,1,5,,,,
2188,126609,0,1,2,0,0,2,0,0,5,,,,
2194,126618,0,1,1,2,1,0,0,0,5,,,,
2195,126619,0,1,1,0,0,1,2,0,5,,,,
2196,126623,0,1,1,0,0,2,0,1,5,,,,
2215,126655,0,1,1,0,1,2,0,0,5,,,,
2223,126670,0,1,1,1,0,0,2,0,5,,,,
2242,126705,0,1,1,0,0,1,2,0,5,,,,
2265,126755,0,1,0,0,0,1,3,0,5,,,,
2268,126759,0,1,1,0,2,1,0,0,5,,,,
2272,126764,0,1,0,3,1,0,0,0,5,,,,
2329,126870,0,1,1,2,0,0,0,1,5,,,,
2334,126876,0,1,1,0,1,0,2,0,5,,,,
2368,126935,0,1,2,0,1,0,1,0,5,,,,
2375,126948,0,1,2,0,0,1,1,0,5,,,,
2389,126971,0,1,0,0,0,3,1,0,5,,,,
2390,126976,0,1,1,2,1,0,0,0,5,,,,
2407,127009,0,1,0,1,1,0,1,1,5,,,,
2423,127037,0,1,1,1,1,0,1,0,5,,,,
2433,127066,0,1,2,1,1,0,0,0,5,,,,
2463,127118,0,1,1,0,1,0,2,0,5,,,,
2478,127161,0,1,2,0,0,1,0,1,5,,,,
2480,127165,0,1,2,0,0,0,1,1,5,,,,
2486,127174,0,1,1,0,0,2,1,0,5,,,,
2519,127228,0,1,2,0,1,0,1,0,5,,,,
2557,127293,0,1,1,0,1,0,1,1,5,,,,
2563,127309,0,1,3,1,0,0,0,0,5,,,,
2623,127418,0,1,1,0,1,2,0,0,5,,,,
2645,127470,0,1,1,2,0,0,1,0,5,,,,
2653,127491,0,1,0,1,1,1,1,0,5,,,,
2719,127623,0,1,0,1,1,1,1,0,5,,,,
2732,127645,0,1,0,1,1,0,1,1,5,,,,
2743,127673,0,1,0,0,0,1,3,0,5,,,,
2744,127676,0,1,2,0,0,0,1,1,5,,,,
2748,127680,0,1,2,0,0,0,2,0,5,,,,
2752,127685,0,1,2,1,0,1,0,0,5,,,,
2756,127689,0,1,1,0,0,1,2,0,5,,,,
2761,127697,0,1,3,0,0,0,0,1,5,,,,
2765,127708,0,1,0,0,0,2,2,0,5,,,,
2788,127755,0,1,2,0,0,1,1,0,5,,,,
2814,127806,0,1,1,0,0,1,2,0,5,,,,
2828,127839,0,1,1,0,0,2,1,0,5,,,,
2875,127934,0,1,0,1,1,1,1,0,5,,,,
2907,127990,0,1,0,0,0,2,2,0,5,,,,
2908,127991,0,1,1,0,1,2,0,0,5,,,,
2922,128015,0,1,1,1,1,0,1,0,5,,,,
2932,128032,0,1,0,1,2,1,0,0,5,,,,
2952,128064,0,1,0,0,2,1,1,0,5,,,,
2986,128130,0,1,0,2,0,1,1,0,5,,,,
2988,128132,0,1,2,1,0,1,0,0,5,,,,
3007,128170,0,1,2,1,1,0,0,0,5,,,,
3036,128226,0,1,0,1,1,0,2,0,5,,,,
3045,128243,0,1,0,0,1,2,1,0,5,,,,
3061,128283,0,1,2,1,0,1,0,0,5,,,,
3068,128296,0,1,2,0,0,0,1,1,5,,,,
3076,128305,0,1,0,1,1,1,1,0,5,,,,
3088,128337,0,1,2,1,0,1,0,0,5,,,,
3105,128364,0,1,1,0,0,3,0,0,5,,,,
3113,128383,0,1,0,1,1,0,2,0,5,,,,
3114,128385,0,1,1,0,0,1,2,0,5,,,,
3131,128417,0,1,1,1,0,0,2,0,5,,,,
3168,128486,0,1,1,0,0,1,2,0,5,,,,
3175,128503,0,1,1,0,0,1,2,0,5,,,,
3195,128535,0,1,2,0,1,0,0,1,5,,,,
3203,128547,0,1,1,0,1,0,2,0,5,,,,
3226,128590,0,1,2,0,0,1,1,0,5,,,,
3244,128629,0,1,1,0,0,1,0,2,5,,,,
3261,128657,0,1,0,0,1,1,2,0,5,,,,
3270,128668,0,1,0,1,0,2,1,0,5,,,,
3275,128675,0,1,1,1,1,1,0,0,5,,,,
3294,128701,0,1,1,0,2,0,0,1,5,,,,
3304,128715,0,1,1,0,0,1,2,0,5,,,,
3367,128856,0,1,0,3,1,0,0,0,5,,,,
3377,128877,0,1,2,1,1,0,0,0,5,,,,
3378,128882,0,1,1,1,0,0,1,1,5,,,,
3404,128931,0,1,2,1,1,0,0,0,5,,,,
3409,128942,0,1,2,0,0,1,1,0,5,,,,
3421,128960,0,1,0,1,0,1,2,0,5,,,,
3431,128975,0,1,0,2,1,0,1,0,5,,,,
3433,128979,0,1,2,0,1,1,0,0,5,,,,
3465,129042,0,1,1,0,0,2,1,0,5,,,,
3489,129074,0,1,1,1,0,0,1,1,5,,,,
3495,129084,0,1,1,0,0,1,2,0,5,,,,
3516,129125,0,1,1,0,0,2,1,0,5,,,,
3517,129128,0,1,1,1,0,2,0,0,5,,,,
3523,129142,0,1,2,0,0,0,2,0,5,,,,
3527,129148,0,1,0,0,0,2,1,1,5,,,,
3541,129173,0,1,0,0,1,0,2,1,5,,,,
3543,129175,0,1,0,0,2,0,2,0,5,,,,
3553,129191,0,1,1,1,1,0,1,0,5,,,,
3615,129290,0,1,0,2,0,0,1,1,5,,,,
3652,129355,0,1,0,0,2,1,1,0,5,,,,
3701,129440,0,1,0,1,1,1,0,1,5,,,,
3702,129442,0,1,0,1,1,2,0,0,5,,,,
3717,129468,0,1,0,1,1,1,1,0,5,,,,
3719,129472,0,1,1,0,0,0,2,1,5,,,,
3723,129477,0,1,1,2,0,0,0,1,5,,,,
3741,129513,0,1,1,0,1,1,1,0,5,,,,
3752,129535,0,1,2,1,0,0,1,0,5,,,,
3762,129551,0,1,1,1,1,0,1,0,5,,,,
3782,129582,0,1,1,1,0,0,2,0,5,,,,
3785,129585,0,1,2,1,1,0,0,0,5,,,,
3794,129603,0,1,1,1,0,2,0,0,5,,,,
3798,129608,0,1,1,0,0,3,0,0,5,,,,
3878,129749,0,1,1,0,1,1,1,0,5,,,,
3892,129776,0,1,0,3,1,0,0,0,5,,,,
3904,129794,0,1,0,0,1,1,2,0,5,,,,
3911,129809,0,1,2,0,0,1,1,0,5,,,,
3918,129823,0,1,0,2,1,0,1,0,5,,,,
3922,129827,0,1,1,3,0,0,0,0,5,,,,
3932,129848,0,1,2,0,0,1,1,0,5,,,,
3960,129904,0,1,1,2,1,0,0,0,5,,,,
3977,129938,0,1,2,0,0,1,1,0,5,,,,
4016,130004,0,1,1,1,0,1,1,0,5,,,,
4027,130024,0,1,2,0,0,0,2,0,5,,,,
4036,130046,0,1,1,0,1,1,0,1,5,,,,
4040,130054,0,1,2,0,0,1,1,0,5,,,,
4042,130057,0,1,1,1,1,0,0,1,5,,,,
4072,130116,0,1,0,0,0,1,3,0,5,,,,
4085,130137,0,1,0,0,0,0,3,1,5,,,,
4104,130172,0,1,2,0,0,0,1,1,5,,,,
4111,130187,0,1,2,0,0,1,0,1,5,,,,
4116,130196,0,1,2,0,0,1,0,1,5,,,,
4131,130221,0,1,2,1,0,1,0,0,5,,,,
4145,130249,0,1,2,0,0,1,1,0,5,,,,
4169,130295,0,1,1,1,0,0,1,1,5,,,,
4182,130314,0,1,1,1,0,1,1,0,5,,,,
4206,130361,0,1,1,1,2,0,0,0,5,,,,
4215,130379,0,1,1,0,2,0,1,0,5,,,,
4222,130390,0,1,1,0,0,2,1,0,5,,,,
4223,130391,0,1,1,2,0,1,0,0,5,,,,
4264,130473,0,1,1,0,0,2,0,1,5,,,,
4271,130486,0,1,0,1,0,0,1,2,5,,,,
4302,130554,0,1,0,1,1,1,1,0,5,,,,
4313,130574,0,1,1,1,2,0,0,0,5,,,,
4336,130612,0,1,0,1,0,1,2,0,5,,,,
4363,130659,0,1,1,0,0,1,2,0,5,,,,
4365,130666,0,1,1,0,0,1,1,1,5,,,,
4394,130715,0,1,1,2,1,0,0,0,5,,,,
4407,130738,0,1,0,2,0,1,1,0,5,,,,
4415,130752,0,1,1,0,0,2,1,0,5,,,,
4420,130763,0,1,1,1,2,0,0,0,5,,,,
4436,130800,0,1,1,0,2,0,1,0,5,,,,
4437,130804,0,1,1,0,2,0,1,0,5,,,,
4464,130859,0,1,1,1,1,0,1,0,5,,,,
4465,130860,0,1,1,0,0,0,3,0,5,,,,
4470,130871,0,1,0,0,1,0,2,1,5,,,,
4498,130920,0,1,1,1,2,0,0,0,5,,,,
4501,130926,0,1,2,0,0,1,1,0,5,,,,
4502,130929,0,1,1,0,1,1,1,0,5,,,,
4509,130942,0,1,1,0,1,0,1,1,5,,,,
4530,130993,0,1,1,1,1,0,0,1,5,,,,
4538,131009,0,1,0,3,0,0,1,0,5,,,,
4546,131021,0,1,0,1,0,2,1,0,5,,,,
4548,131023,0,1,1,1,0,1,1,0,5,,,,
4556,131039,0,1,1,0,0,0,2,1,5,,,,
4565,131054,0,1,0,1,2,0,1,0,5,,,,
4585,131088,0,1,1,0,0,1,1,1,5,,,,
4587,131092,0,1,1,1,1,0,1,0,5,,,,
4599,131114,0,1,1,1,0,1,1,0,5,,,,
4607,131130,0,1,0,0,2,1,1,0,5,,,,
4617,131153,0,1,1,0,0,1,2,0,5,,,,
4632,131181,0,1,1,1,0,1,1,0,5,,,,
4649,131212,0,1,0,0,3,0,1,0,5,,,,
4651,131217,0,1,0,1,0,2,1,0,5,,,,
4654,131223,0,1,1,0,0,0,2,1,5,,,,
4659,131231,0,1,2,0,1,0,1,0,5,,,,
4667,131249,0,1,0,0,2,2,0,0,5,,,,
4669,131251,0,1,0,2,1,0,1,0,5,,,,
4674,131262,0,1,0,1,0,2,1,0,5,,,,
4688,131283,0,1,0,0,1,2,0,1,5,,,,
4695,131299,0,1,1,1,0,0,1,1,5,,,,
4701,131310,0,1,1,2,0,0,1,0,5,,,,
4708,131324,0,1,1,1,0,1,1,0,5,,,,
4735,131392,0,1,0,0,0,2,1,1,5,,,,
4747,131417,0,1,0,1,0,2,1,0,5,,,,
4749,131419,0,1,2,1,1,0,0,0,5,,,,
4773,131460,0,1,0,0,1,2,1,0,5,,,,
4798,131520,0,1,1,0,0,0,3,0,5,,,,
4813,131548,0,1,1,1,0,0,1,1,5,,,,
4820,131562,0,1,2,0,1,0,1,0,5,,,,
4821,131563,0,1,1,0,1,1,1,0,5,,,,
4838,131602,0,1,2,0,0,1,1,0,5,,,,
4857,131640,0,1,1,0,0,2,1,0,5,,,,
4859,131642,0,1,0,0,2,1,0,1,5,,,,
4860,131643,0,1,1,1,0,0,2,0,5,,,,
4869,131666,0,1,0,0,2,2,0,0,5,,,,
4901,131719,0,1,0,0,0,2,2,0,5,,,,
4904,131724,0,1,2,0,0,1,1,0,5,,,,
4914,131747,0,1,0,3,0,1,0,0,5,,,,
4920,131757,0,1,2,0,0,1,1,0,5,,,,
4928,131769,0,1,1,2,0,0,1,0,5,,,,
4942,131789,0,1,0,0,0,0,4,0,5,,,,
4943,131791,0,1,1,0,1,0,0,2,5,,,,
4949,131805,0,1,1,1,0,2,0,0,5,,,,
4961,131827,0,1,1,0,0,2,1,0,5,,,,
4977,131865,0,1,2,0,0,0,2,0,5,,,,
4986,131881,0,1,3,0,0,0,0,1,5,,,,
5032,131977,0,1,2,1,0,1,0,0,5,,,,
5033,131979,0,1,1,0,0,0,3,0,5,,,,
5039,131995,0,1,1,1,0,2,0,0,5,,,,
5047,132007,0,1,0,1,0,2,0,1,5,,,,
5066,132043,0,1,1,0,0,1,2,0,5,,,,
5083,132074,0,1,1,1,0,1,1,0,5,,,,
5098,132108,0,1,0,0,3,1,0,0,5,,,,
5128,132161,0,1,0,2,0,0,2,0,5,,,,
5130,132164,0,1,0,1,1,1,1,0,5,,,,
5131,132165,0,1,2,0,2,0,0,0,5,,,,
5135,132170,0,1,0,1,0,0,1,2,5,,,,
5138,132174,0,1,1,0,1,1,1,0,5,,,,
5150,132200,0,1,1,0,1,2,0,0,5,,,,
5151,132205,0,1,1,0,1,1,1,0,5,,,,
5182,132262,0,1,0,1,1,0,1,1,5,,,,
5197,132285,0,1,1,0,0,2,1,0,5,,,,
5203,132295,0,1,1,0,1,0,1,1,5,,,,
5204,132298,0,1,1,0,1,1,0,1,5,,,,
5207,132303,0,1,0,2,1,0,1,0,5,,,,
5210,132307,0,1,1,0,1,1,1,0,5,,,,
5220,132334,0,1,0,0,2,1,1,0,5,,,,
5236,132358,0,1,2,0,0,2,0,0,5,,,,
5248,132381,0,1,1,1,1,1,0,0,5,,,,
5263,132409,0,1,0,0,0,2,2,0,5,,,,
5267,132413,0,1,1,0,0,1,1,1,5,,,,
5293,132459,0,1,1,0,1,0,2,0,5,,,,
5322,132514,0,1,0,1,1,1,1,0,5,,,,
5325,132517,0,1,0,0,1,0,3,0,5,,,,
5404,132658,0,1,0,1,1,2,0,0,5,,,,
5405,132659,0,1,1,0,0,3,0,0,5,,,,
5411,132671,0,1,0,0,1,1,1,1,5,,,,
5422,132690,0,1,1,2,0,0,1,0,5,,,,
5433,132710,0,1,1,0,1,1,1,0,5,,,,
5447,132735,0,1,0,0,0,2,1,1,5,,,,
5454,132746,0,1,1,1,0,1,1,0,5,,,,
5491,132826,0,1,1,1,0,1,1,0,5,,,,
5499,132839,0,1,1,0,0,2,0,1,5,,,,
5502,132849,0,1,2,0,1,0,1,0,5,,,,
5578,132987,0,1,1,1,0,0,2,0,5,,,,
5584,132995,0,1,1,0,0,3,0,0,5,,,,
5599,133023,0,1,2,1,0,1,0,0,5,,,,
5602,133029,0,1,0,0,1,1,2,0,5,,,,
5613,133053,0,1,0,1,0,1,2,0,5,,,,
5615,133059,0,1,2,0,0,1,0,1,5,,,,
5627,133081,0,1,1,1,0,1,1,0,5,,,,
5646,133116,0,1,1,0,2,0,1,0,5,,,,
5661,133145,0,1,1,1,1,0,1,0,5,,,,
5691,133194,0,1,1,0,0,1,1,1,5,,,,
5715,133242,0,1,1,0,0,1,2,0,5,,,,
5744,133297,0,1,2,0,0,0,2,0,5,,,,
5761,133333,0,1,1,1,1,1,0,0,5,,,,
5767,133340,0,1,1,0,0,2,1,0,5,,,,
5843,133470,0,1,3,0,0,0,0,1,5,,,,
5875,133523,0,1,0,1,1,0,1,1,5,,,,
5881,133532,0,1,3,0,1,0,0,0,5,,,,
5896,133562,0,1,0,0,0,0,4,0,5,,,,
5927,133617,0,1,1,0,0,2,1,0,5,,,,
5933,133629,0,1,0,1,2,1,0,0,5,,,,
5943,133645,0,1,0,1,1,0,1,1,5,,,,
5951,133663,0,1,2,0,1,0,1,0,5,,,,
5960,133677,0,1,2,0,0,0,0,2,5,,,,
5978,133705,0,1,1,0,1,0,2,0,5,,,,
5982,133711,0,1,1,1,0,2,0,0,5,,,,
6006,133750,0,1,0,0,0,3,1,0,5,,,,
6013,133765,0,1,1,0,1,0,2,0,5,,,,
6014,133766,0,1,0,0,2,1,1,0,5,,,,
6035,133807,0,1,1,0,0,1,2,0,5,,,,
6050,133833,0,1,0,1,1,1,1,0,5,,,,
6052,133836,0,1,1,0,1,1,1,0,5,,,,
6055,133844,0,1,0,0,2,0,2,0,5,,,,
6122,133977,0,1,0,0,0,2,1,1,5,,,,
6133,133996,0,1,0,2,0,0,2,0,5,,,,
6144,134015,0,1,1,0,0,0,2,1,5,,,,
6151,134034,0,1,1,0,0,1,1,1,5,,,,
6152,134035,0,1,1,1,0,2,0,0,5,,,,
6153,134036,0,1,1,0,0,2,1,0,5,,,,
6161,134047,0,1,2,1,0,0,1,0,5,,,,
6167,134058,0,1,1,0,1,1,1,0,5,,,,
6169,134066,0,1,1,2,0,0,1,0,5,,,,
6173,134070,0,1,0,1,0,0,3,0,5,,,,
6178,134079,0,1,2,0,0,1,1,0,5,,,,
6184,134089,0,1,2,1,0,0,0,1,5,,,,
6193,134109,0,1,1,0,0,2,1,0,5,,,,
6214,134139,0,1,0,0,1,1,2,0,5,,,,
6218,134147,0,1,2,1,0,0,1,0,5,,,,
6222,134151,0,1,1,0,1,0,2,0,5,,,,
6244,134199,0,1,2,0,0,1,1,0,5,,,,
6278,134256,0,1,0,0,1,0,1,2,5,,,,
6313,134319,0,1,1,1,0,1,0,1,5,,,,
6318,134327,0,1,0,0,1,0,1,2,5,,,,
6331,134349,0,1,2,0,1,1,0,0,5,,,,
6340,134365,0,1,1,0,0,1,1,1,5,,,,
6342,134367,0,1,0,1,1,0,2,0,5,,,,
6352,134384,0,1,1,0,0,2,1,0,5,,,,
6353,134385,0,1,1,0,1,1,1,0,5,,,,
6369,134419,0,1,0,0,1,2,1,0,5,,,,
6371,134421,0,1,0,1,1,2,0,0,5,,,,
6374,134424,0,1,1,0,1,0,2,0,5,,,,
6401,134477,0,1,1,0,1,0,2,0,5,,,,
6406,134485,0,1,1,0,0,1,2,0,5,,,,
6410,134492,0,1,1,0,1,2,0,0,5,,,,
6417,134509,0,1,0,1,1,2,0,0,5,,,,
6462,134588,0,1,2,0,1,0,1,0,5,,,,
6543,134745,0,1,1,0,0,0,3,0,5,,,,
6547,134750,0,1,1,1,2,0,0,0,5,,,,
6548,134753,0,1,2,1,1,0,0,0,5,,,,
6559,134768,0,1,1,1,1,0,1,0,5,,,,
6589,134814,0,1,0,0,2,1,0,1,5,,,,
6590,134815,0,1,0,0,0,1,2,1,5,,,,
6606,134849,0,1,1,1,1,0,1,0,5,,,,
6645,134918,0,1,0,0,2,1,0,1,5,,,,
6652,134933,0,1,0,0,0,1,2,1,5,,,,
6658,134945,0,1,1,0,0,2,1,0,5,,,,
6663,134956,0,1,0,0,3,0,1,0,5,,,,
6682,134994,0,1,1,0,0,1,0,2,5,,,,
6688,135004,0,1,0,0,1,1,0,2,5,,,,
6719,135067,0,1,2,0,1,0,1,0,5,,,,
6734,135109,0,1,1,1,0,0,2,0,5,,,,
6745,135134,0,1,0,1,1,1,1,0,5,,,,
6749,135141,0,1,0,0,0,3,1,0,5,,,,
6782,135214,0,1,1,1,0,1,1,0,5,,,,
6834,135315,0,1,1,0,0,0,2,1,5,,,,
6861,135356,0,1,1,1,0,2,0,0,5,,,,
6895,135416,0,1,2,0,1,1,0,0,5,,,,
6915,135447,0,1,1,1,1,1,0,0,5,,,,
6917,135449,0,1,1,1,0,0,0,2,5,,,,
6919,135451,0,1,1,0,0,0,2,1,5,,,,
6933,135472,0,1,0,1,0,1,0,2,5,,,,
6975,135561,0,1,0,0,1,2,1,0,5,,,,
6983,135571,0,1,0,2,0,1,1,0,5,,,,
7000,135602,0,1,1,0,1,2,0,0,5,,,,
7038,135687,0,1,0,0,0,2,1,1,5,,,,
7045,135698,0,1,1,3,0,0,0,0,5,,,,
7048,135705,0,1,1,2,0,1,0,0,5,,,,
7066,135731,0,1,1,2,0,1,0,0,5,,,,
7077,135759,0,1,0,3,0,0,1,0,5,,,,
7078,135761,0,1,1,0,0,0,3,0,5,,,,
7124,135839,0,1,0,1,0,2,0,1,5,,,,
7126,135844,0,1,1,2,0,0,0,1,5,,,,
7149,135895,0,1,0,0,0,0,2,2,5,,,,
7153,135901,0,1,2,0,0,0,2,0,5,,,,
7189,135974,0,1,1,0,1,2,0,0,5,,,,
7210,136008,0,1,1,2,0,0,1,0,5,,,,
7233,136047,0,1,0,0,1,1,2,0,5,,,,
7260,136103,0,1,1,1,0,2,0,0,5,,,,
7293,136160,0,1,1,0,0,1,2,0,5,,,,
7299,136174,0,1,0,1,0,1,2,0,5,,,,
7327,136228,0,1,2,0,0,1,1,0,5,,,,
7337,136247,0,1,0,0,0,3,1,0,5,,,,
7355,136279,0,1,0,2,0,0,1,1,5,,,,
7360,136291,0,1,0,0,2,2,0,0,5,,,,
7401,136369,0,1,1,2,0,0,1,0,5,,,,
7404,136373,0,1,1,0,0,2,1,0,5,,,,
7405,136374,0,1,1,1,0,1,1,0,5,,,,
7407,136377,0,1,1,0,1,0,2,0,5,,,,
7425,136406,0,1,1,0,0,1,2,0,5,,,,
7427,136409,0,1,2,1,0,1,0,0,5,,,,
7428,136411,0,1,0,0,3,1,0,0,5,,,,
7433,136419,0,1,0,1,0,1,2,0,5,,,,
7435,136423,0,1,1,0,0,1,2,0,5,,,,
7436,136425,0,1,1,1,1,0,1,0,5,,,,
7441,136432,0,1,0,0,3,1,0,0,5,,,,
7459,136463,0,1,1,0,0,1,2,0,5,,,,
7460,136464,0,1,1,0,2,1,0,0,5,,,,
7462,136466,0,1,1,1,0,2,0,0,5,,,,
7468,136475,0,1,0,1,0,2,0,1,5,,,,
7472,136482,0,1,2,0,0,2,0,0,5,,,,
7503,136536,0,1,1,1,0,1,1,0,5,,,,
7518,136562,0,1,1,1,0,0,1,1,5,,,,
7561,136640,0,1,2,1,0,0,0,1,5,,,,
7563,136642,0,1,1,0,0,2,1,0,5,,,,
7588,136693,0,1,0,0,3,1,0,0,5,,,,
7609,136741,0,1,1,0,0,0,2,1,5,,,,
7615,136749,0,1,1,0,0,2,1,0,5,,,,
7623,136761,0,1,1,0,0,1,2,0,5,,,,
7642,136804,0,1,1,0,0,0,2,1,5,,,,
7683,136881,0,1,1,0,0,0,3,0,5,,,,
7694,136911,0,1,2,0,0,1,1,0,5,,,,
7712,136941,0,1,2,0,1,0,1,0,5,,,,
7736,136994,0,1,0,1,1,0,1,1,5,,,,
7739,136997,0,1,0,1,1,0,2,0,5,,,,
7771,137063,0,1,0,2,1,0,1,0,5,,,,
7778,137071,0,1,0,0,1,2,1,0,5,,,,
7779,137074,0,1,2,0,0,0,2,0,5,,,,
7796,137099,0,1,1,1,0,0,2,0,5,,,,
7830,137168,0,1,0,1,2,1,0,0,5,,,,
7861,137244,0,1,1,0,1,1,1,0,5,,,,
7913,137332,0,1,1,0,2,1,0,0,5,,,,
7927,137350,0,1,0,2,1,1,0,0,5,,,,
7935,137369,0,1,0,1,0,1,2,0,5,,,,
7953,137397,0,1,1,1,0,1,1,0,5,,,,
7968,137427,0,1,0,0,0,3,1,0,5,,,,
7981,137453,0,1,1,0,0,3,0,0,5,,,,
7987,137462,0,1,0,0,0,0,4,0,5,,,,
7993,137468,0,1,2,0,1,0,1,0,5,,,,
8020,137516,0,1,2,0,1,1,0,0,5,,,,
8029,137533,0,1,0,0,2,0,2,0,5,,,,
8066,137601,0,1,0,1,3,0,0,0,5,,,,
8099,137661,0,1,0,0,1,1,1,1,5,,,,
8145,137740,0,1,0,2,1,1,0,0,5,,,,
8189,137818,0,1,0,0,1,1,0,2,5,,,,
8216,137882,0,1,1,0,1,0,1,1,5,,,,
8222,137897,0,1,0,0,1,1,1,1,5,,,,
8228,137909,0,1,1,1,1,0,1,0,5,,,,
8234,137919,0,1,2,0,2,0,0,0,5,,,,
8242,137939,0,1,0,1,0,0,3,0,5,,,,
8265,137985,0,1,1,1,1,1,0,0,5,,,,
8318,138102,0,1,1,0,2,0,0,1,5,,,,
8339,138138,0,1,1,1,0,1,1,0,5,,,,
8340,138142,0,1,0,1,0,2,1,0,5,,,,
8344,138148,0,1,1,0,2,1,0,0,5,,,,
8363,138198,0,1,0,1,1,1,1,0,5,,,,
8368,138208,0,1,1,0,1,1,0,1,5,,,,
8371,138213,0,1,1,1,2,0,0,0,5,,,,
